STATISTIC Label,Quarter,Sex,NACE Rev 2 Economic Sector,Region,UNIT,VALUE
Persons aged 15-89 years in Employment,2020Q1,Both sexes,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,78.8
Persons aged 15-89 years in Employment,2020Q1,Both sexes,Transportation and storage (H),Dublin,Thousand,42.6
Persons aged 15-89 years in Employment,2020Q1,Both sexes,Accommodation and food service activities (I),Dublin,Thousand,45
Persons aged 15-89 years in Employment,2020Q1,Both sexes,Information and communication (J),Dublin,Thousand,74.7
Persons aged 15-89 years in Employment,2020Q1,Both sexes,"Professional, scientific and technical activities (M)",Dublin,Thousand,68.6
Persons aged 15-89 years in Employment,2020Q1,Both sexes,Administrative and support service activities (N),Dublin,Thousand,42.3
Persons aged 15-89 years in Employment,2020Q1,Both sexes,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,40.5
Persons aged 15-89 years in Employment,2020Q1,Both sexes,Education (P),Dublin,Thousand,58.3
Persons aged 15-89 years in Employment,2020Q1,Both sexes,Human health and social work activities (Q),Dublin,Thousand,89.3
Persons aged 15-89 years in Employment,2020Q1,Both sexes,Industry (B to E),Dublin,Thousand,45.6
Persons aged 15-89 years in Employment,2020Q1,Both sexes,Industry and Construction (B to F),Dublin,Thousand,80.1
Persons aged 15-89 years in Employment,2020Q1,Both sexes,Services (G to U),Dublin,Thousand,632.4
Persons aged 15-89 years in Employment,2020Q1,Both sexes,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,59
Persons aged 15-89 years in Employment,2020Q1,Both sexes,Other NACE activities (R to U),Dublin,Thousand,33.5
Persons aged 15-89 years in Employment,2020Q1,Both sexes,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2020Q1,Male,All NACE economic sectors,Dublin,Thousand,375.6
Persons aged 15-89 years in Employment,2020Q1,Male,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2020Q1,Male,Construction (F),Dublin,Thousand,31.3
Persons aged 15-89 years in Employment,2020Q1,Male,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,38.9
Persons aged 15-89 years in Employment,2020Q1,Male,Transportation and storage (H),Dublin,Thousand,35.7
Persons aged 15-89 years in Employment,2020Q1,Male,Accommodation and food service activities (I),Dublin,Thousand,21.8
Persons aged 15-89 years in Employment,2020Q1,Male,Information and communication (J),Dublin,Thousand,49
Persons aged 15-89 years in Employment,2020Q1,Male,"Professional, scientific and technical activities (M)",Dublin,Thousand,36.2
Persons aged 15-89 years in Employment,2020Q1,Male,Administrative and support service activities (N),Dublin,Thousand,23.9
Persons aged 15-89 years in Employment,2020Q1,Male,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,20.7
Persons aged 15-89 years in Employment,2020Q1,Male,Education (P),Dublin,Thousand,16
Persons aged 15-89 years in Employment,2020Q1,Male,Human health and social work activities (Q),Dublin,Thousand,22.3
Persons aged 15-89 years in Employment,2020Q1,Male,Industry (B to E),Dublin,Thousand,30.7
Persons aged 15-89 years in Employment,2020Q1,Male,Industry and Construction (B to F),Dublin,Thousand,62
Persons aged 15-89 years in Employment,2020Q1,Male,Services (G to U),Dublin,Thousand,311.1
Persons aged 15-89 years in Employment,2020Q1,Male,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,32.8
Persons aged 15-89 years in Employment,2020Q1,Male,Other NACE activities (R to U),Dublin,Thousand,13.7
Persons aged 15-89 years in Employment,2020Q1,Male,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2020Q1,Female,All NACE economic sectors,Dublin,Thousand,340.4
Persons aged 15-89 years in Employment,2020Q1,Female,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2020Q1,Female,Construction (F),Dublin,Thousand,
Persons aged 15-89 years in Employment,2020Q1,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,39.8
Persons aged 15-89 years in Employment,2020Q1,Female,Transportation and storage (H),Dublin,Thousand,6.9
Persons aged 15-89 years in Employment,2020Q1,Female,Accommodation and food service activities (I),Dublin,Thousand,23.2
Persons aged 15-89 years in Employment,2020Q1,Female,Information and communication (J),Dublin,Thousand,25.6
Persons aged 15-89 years in Employment,2020Q1,Female,"Professional, scientific and technical activities (M)",Dublin,Thousand,32.4
Persons aged 15-89 years in Employment,2020Q1,Female,Administrative and support service activities (N),Dublin,Thousand,18.4
Persons aged 15-89 years in Employment,2020Q1,Female,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,19.8
Persons aged 15-89 years in Employment,2020Q1,Female,Education (P),Dublin,Thousand,42.3
Persons aged 15-89 years in Employment,2020Q1,Female,Human health and social work activities (Q),Dublin,Thousand,66.9
Persons aged 15-89 years in Employment,2020Q1,Female,Industry (B to E),Dublin,Thousand,14.8
Persons aged 15-89 years in Employment,2020Q1,Female,Industry and Construction (B to F),Dublin,Thousand,18.1
Persons aged 15-89 years in Employment,2020Q1,Female,Services (G to U),Dublin,Thousand,321.3
Persons aged 15-89 years in Employment,2020Q1,Female,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,26.1
Persons aged 15-89 years in Employment,2020Q1,Female,Other NACE activities (R to U),Dublin,Thousand,19.8
Persons aged 15-89 years in Employment,2020Q1,Female,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2020Q2,Both sexes,All NACE economic sectors,Dublin,Thousand,661.2
Persons aged 15-89 years in Employment,2020Q2,Both sexes,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Construction (F),Dublin,Thousand,28.7
Persons aged 15-89 years in Employment,2020Q2,Both sexes,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,75.3
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Transportation and storage (H),Dublin,Thousand,32.6
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Accommodation and food service activities (I),Dublin,Thousand,27.3
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Information and communication (J),Dublin,Thousand,74.6
Persons aged 15-89 years in Employment,2020Q2,Both sexes,"Professional, scientific and technical activities (M)",Dublin,Thousand,62.2
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Administrative and support service activities (N),Dublin,Thousand,30.7
Persons aged 15-89 years in Employment,2020Q2,Both sexes,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,36.2
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Education (P),Dublin,Thousand,57.9
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Human health and social work activities (Q),Dublin,Thousand,91.2
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Industry (B to E),Dublin,Thousand,47.6
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Industry and Construction (B to F),Dublin,Thousand,76.2
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Services (G to U),Dublin,Thousand,583.1
Persons aged 15-89 years in Employment,2020Q2,Both sexes,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,69.1
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Other NACE activities (R to U),Dublin,Thousand,26
Persons aged 15-89 years in Employment,2020Q2,Both sexes,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2020Q2,Male,All NACE economic sectors,Dublin,Thousand,352.4
Persons aged 15-89 years in Employment,2020Q2,Male,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2020Q2,Male,Construction (F),Dublin,Thousand,25.6
Persons aged 15-89 years in Employment,2020Q2,Male,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,37.9
Persons aged 15-89 years in Employment,2020Q2,Male,Transportation and storage (H),Dublin,Thousand,26.3
Persons aged 15-89 years in Employment,2020Q2,Male,Accommodation and food service activities (I),Dublin,Thousand,15
Persons aged 15-89 years in Employment,2020Q2,Male,Information and communication (J),Dublin,Thousand,50.7
Persons aged 15-89 years in Employment,2020Q2,Male,"Professional, scientific and technical activities (M)",Dublin,Thousand,33.3
Persons aged 15-89 years in Employment,2020Q2,Male,Administrative and support service activities (N),Dublin,Thousand,19.9
Persons aged 15-89 years in Employment,2020Q2,Male,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,19.7
Persons aged 15-89 years in Employment,2020Q2,Male,Education (P),Dublin,Thousand,19.2
Persons aged 15-89 years in Employment,2020Q2,Male,Human health and social work activities (Q),Dublin,Thousand,24.8
Persons aged 15-89 years in Employment,2020Q2,Male,Industry (B to E),Dublin,Thousand,30
Persons aged 15-89 years in Employment,2020Q2,Male,Industry and Construction (B to F),Dublin,Thousand,55.6
Persons aged 15-89 years in Employment,2020Q2,Male,Services (G to U),Dublin,Thousand,295
Persons aged 15-89 years in Employment,2020Q2,Male,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,36.3
Persons aged 15-89 years in Employment,2020Q2,Male,Other NACE activities (R to U),Dublin,Thousand,12.1
Persons aged 15-89 years in Employment,2020Q2,Male,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2020Q2,Female,All NACE economic sectors,Dublin,Thousand,308.8
Persons aged 15-89 years in Employment,2020Q2,Female,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2020Q2,Female,Construction (F),Dublin,Thousand,
Persons aged 15-89 years in Employment,2020Q2,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,37.5
Persons aged 15-89 years in Employment,2020Q2,Female,Transportation and storage (H),Dublin,Thousand,6.3
Persons aged 15-89 years in Employment,2020Q2,Female,Accommodation and food service activities (I),Dublin,Thousand,12.4
Persons aged 15-89 years in Employment,2020Q2,Female,Information and communication (J),Dublin,Thousand,23.8
Persons aged 15-89 years in Employment,2020Q2,Female,"Professional, scientific and technical activities (M)",Dublin,Thousand,28.9
Persons aged 15-89 years in Employment,2020Q2,Female,Administrative and support service activities (N),Dublin,Thousand,10.9
Persons aged 15-89 years in Employment,2020Q2,Female,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,16.5
Persons aged 15-89 years in Employment,2020Q2,Female,Education (P),Dublin,Thousand,38.8
Persons aged 15-89 years in Employment,2020Q2,Female,Human health and social work activities (Q),Dublin,Thousand,66.4
Persons aged 15-89 years in Employment,2020Q2,Female,Industry (B to E),Dublin,Thousand,17.6
Persons aged 15-89 years in Employment,2020Q2,Female,Industry and Construction (B to F),Dublin,Thousand,20.6
Persons aged 15-89 years in Employment,2020Q2,Female,Services (G to U),Dublin,Thousand,288.1
Persons aged 15-89 years in Employment,2020Q2,Female,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,32.8
Persons aged 15-89 years in Employment,2020Q2,Female,Other NACE activities (R to U),Dublin,Thousand,13.9
Persons aged 15-89 years in Employment,2020Q2,Female,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2020Q3,Both sexes,All NACE economic sectors,Dublin,Thousand,677.1
Persons aged 15-89 years in Employment,2020Q3,Both sexes,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2020Q3,Both sexes,Construction (F),Dublin,Thousand,30.9
Persons aged 15-89 years in Employment,2020Q3,Both sexes,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,88.3
Persons aged 15-89 years in Employment,2020Q3,Both sexes,Transportation and storage (H),Dublin,Thousand,39.2
Persons aged 15-89 years in Employment,2020Q3,Both sexes,Accommodation and food service activities (I),Dublin,Thousand,37.3
Persons aged 15-89 years in Employment,2020Q3,Both sexes,Information and communication (J),Dublin,Thousand,66.1
Persons aged 15-89 years in Employment,2020Q3,Both sexes,"Professional, scientific and technical activities (M)",Dublin,Thousand,55.4
Persons aged 15-89 years in Employment,2020Q3,Both sexes,Administrative and support service activities (N),Dublin,Thousand,35.2
Persons aged 15-89 years in Employment,2020Q3,Both sexes,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,36.2
Persons aged 15-89 years in Employment,2020Q3,Both sexes,Education (P),Dublin,Thousand,54.9
Persons aged 15-89 years in Employment,2020Q3,Both sexes,Human health and social work activities (Q),Dublin,Thousand,89.3
Persons aged 15-89 years in Employment,2020Q3,Both sexes,Industry (B to E),Dublin,Thousand,49.8
Persons aged 15-89 years in Employment,2020Q3,Both sexes,Industry and Construction (B to F),Dublin,Thousand,80.7
Persons aged 15-89 years in Employment,2020Q3,Both sexes,Services (G to U),Dublin,Thousand,592.5
Persons aged 15-89 years in Employment,2020Q3,Both sexes,"Financial, insurance and real estate activities (K,L)",Dublin,Thousand,61.5
Persons aged 15-89 years in Employment,2020Q3,Both sexes,Other NACE activities (R to U),Dublin,Thousand,29.1
Persons aged 15-89 years in Employment,2020Q3,Both sexes,Not stated,Dublin,Thousand,
Persons aged 15-89 years in Employment,2020Q3,Male,All NACE economic sectors,Dublin,Thousand,364.1
Persons aged 15-89 years in Employment,2020Q3,Male,"Agriculture, forestry and fishing (A)",Dublin,Thousand,
Persons aged 15-89 years in Employment,2020Q3,Male,Construction (F),Dublin,Thousand,28.1
Persons aged 15-89 years in Employment,2020Q3,Male,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,Thousand,45.8
Persons aged 15-89 years in Employment,2020Q3,Male,Transportation and storage (H),Dublin,Thousand,31.2
Persons aged 15-89 years in Employment,2020Q3,Male,Accommodation and food service activities (I),Dublin,Thousand,21.8
Persons aged 15-89 years in Employment,2020Q3,Male,Information and communication (J),Dublin,Thousand,44.9
Persons aged 15-89 years in Employment,2020Q3,Male,"Professional, scientific and technical activities (M)",Dublin,Thousand,28.7
Persons aged 15-89 years in Employment,2020Q3,Male,Administrative and support service activities (N),Dublin,Thousand,19.4
Persons aged 15-89 years in Employment,2020Q3,Male,"Public administration and defence, compulsory social security (O)",Dublin,Thousand,19.2
